lake,state
Pinkston Lake,Alabama
Pirtle Lake,Alabama
Plainsman Lake,Alabama
Plummer Lake,Alabama
Policemen Lake,Alabama
Pond Number S-1,Alabama
Pond Number S-14,Alabama
Pond Number S-3,Alabama
Pooles Pond,Alabama
Pope Lake,Alabama
Pope Lake Number One,Alabama
Porters Lake,Alabama
Poundstone Lake,Alabama
Powell Creek Lake Number Nine,Alabama
Powers Pond,Alabama
Prairie Lake,Alabama
Prairie Lake Number One,Alabama
Prattville Industrial Board Waste Pond,Alabama
Prestwood Millpond,Alabama
Prudes Mill Pond,Alabama
Pugh Lake,Alabama
Pumpkin Swamp Road Lake,Alabama
Punch Bowl Pond,Alabama
Purdy Lake,Alabama
Purvis Lake,Alabama
Qsl Fish Hatchery Lake,Alabama
Queenstown Lake,Alabama
R Cullpepper Lake,Alabama
R H Lamb Lake,Alabama
Radford Ponds,Alabama
Railroad Lake,Alabama
Railroad Pond,Alabama
Rattlesnake Lake,Alabama
Rays Pond,Alabama
Red Nichols Number 2 Lake,Alabama
Reed Lake,Alabama
Reeder Lake,Alabama
Reeves Lake,Alabama
Registers Pond,Alabama
Reilly Lake,Alabama
Reno Lake,Alabama
Rex Lake,Alabama
Rex Waldrop Lake,Alabama
Rice Pond,Alabama
Richard Lake,Alabama
Ridgeway Lake,Alabama
Riggins Pond,Alabama
Riley Pond,Alabama
Rivenbark Ponds,Alabama
Riverside Lake,Alabama
Roanoke City Lake,Alabama
Robbins Lake,Alabama
Roberts Lake,Alabama
Roberts Pond,Alabama
Robertsons Lake,Alabama
Robinson Lake,Alabama
Robinsons Lake,Alabama
Rock Pond,Alabama
Rockview Lake,Alabama
Rocky Hill Pond,Alabama
Rockyview Lake,Alabama
Rod And Reel Lake,Alabama
Rogers Lake,Alabama
Rogers Pond,Alabama
Rome Pond,Alabama
Romine Lake,Alabama
Round Pond,Alabama
Roy Alexander Lake,Alabama
Roy Parker Lake,Alabama
Russell Lee Lake,Alabama
Russell Pond,Alabama
Russells Pond,Alabama
Russellville Reservoir,Alabama
Rutherford Lake,Alabama
Rutland Lake,Alabama
Rutland Pond,Alabama
Rutledge Lake,Alabama
Ryals Lake,Alabama
S C M Waste Treatment Pond,Alabama
Salter Lake,Alabama
Samford Lake Number One,Alabama
Sand S Lake,Alabama
Sanders Lake,Alabama
Saraland Reservoir,Alabama
Saxons Lake,Alabama
Schmitt Lake,Alabama
Schorr Lake,Alabama
Scotch Club Lake,Alabama
Scott Lake,Alabama
Scott Paper Company Pond,Alabama
Sedgefield Lake,Alabama
Sehoy Lake,Alabama
Sellers Fishpond,Alabama
Sellers Lake,Alabama
Sellers Lake Number Two,Alabama
Selma Hunting Club Lake,Alabama
Sessions Pond,Alabama
Sewage Lagoon North,Alabama
Shadow Lake,Alabama
Shaw Lake,Alabama
Shechi Lakes,Alabama
Shelby Lakes,Alabama
Shelton Barkley Lake,Alabama
Shelton Lake,Alabama
Shelton Lakes,Alabama
Shepherds Lake,Alabama
Sherrer Lake,Alabama
Shipmans Pond,Alabama
Shipps Pond,Alabama
Shirley Lake,Alabama
Sibley Lake,Alabama
Sibley Pond,Alabama
Silver Lake,Alabama
Silvests Pond,Alabama
Sims Lake,Alabama
Sims Pond,Alabama
Sims Ponds,Alabama
Singletarys Pond,Alabama
Ski Lake,Alabama
Skinner Lake,Alabama
Skinners Lake,Alabama
Skyview Lake,Alabama
Sloss Lake,Alabama
Sluggs Lake,Alabama
Slurry Impoundment - Johns Washer,Alabama
Smith and Norred Lake,Alabama
Smith Lake,Alabama
Smith Pond,Alabama
"Smith, Walker and Johnson Lake",Alabama
Smiths Lake,Alabama
Smiths Pond,Alabama
Smiths Ponds,Alabama
Smuteye Lake,Alabama
Snag Lake,Alabama
Snead Lake One,Alabama
Snead Lake Two,Alabama
Sniders Lake,Alabama
Snows Lake,Alabama
Sorrell Lake,Alabama
Sougahatchee Lake,Alabama
Southfield Lake,Alabama
Spains Lake,Alabama
Spann Ponds,Alabama
Speigner Lake,Alabama
Spencer Lake Two,Alabama
Spivey Pond,Alabama
Sportman Lake,Alabama
Sportsmen Club Lake,Alabama
Spradlin Pond,Alabama
Sprees Ten Acre Lake,Alabama
Sprees Twenty Acre Lake,Alabama
Spring Lake,Alabama
Spring Valley Farms Ponds,Alabama
Spring Valley Lakes,Alabama
Springhill Lake,Alabama
Springville Lake,Alabama
Springville Sportsmen Lake,Alabama
Stallings Lake,Alabama
Stallworth Lake,Alabama
Stallworths Black Pond,Alabama
Stallworths Shadow Lake,Alabama
Starlings Pond,Alabama
State Cattle Ranch Lakes,Alabama
Steels Lake,Alabama
Steels Lake Number One,Alabama
Steiner Lake,Alabama
Stephens Mill Pond,Alabama
Stepp Lake,Alabama
Stewarts Lake,Alabama
Stewarts Pond,Alabama
Stiggins Lake,Alabama
Stolle Lake,Alabama
Storers Lake,Alabama
Stovall Pond,Alabama
Stovers Lake,Alabama
Stowers Number Two Lake,Alabama
Stowers Pond,Alabama
Strickland Lake,Alabama
Stuckey Lake,Alabama
Stump Pond,Alabama
Sugarberry Lake,Alabama
Suggs Pond,Alabama
Summers Lake,Alabama
Sumter Lake Number Four,Alabama
Swan Pond,Alabama
Swanson Lake,Alabama
Swoope Pond,Alabama
Sykes Pond,Alabama
T J Stewart Lake,Alabama
Tabb Lake,Alabama
Tadpole Lake,Alabama
Talbert Lake,Alabama
Tallaseehatchee Creek Watershed N,Alabama
Tallassee Sewage Disposal Pond,Alabama
Taunton Lake,Alabama
Taylor Lake,Alabama
Taylor Pond,Alabama
Taylors Pond,Alabama
Ted Averett Lake,Alabama
Tekawitha Lake,Alabama
Terrapin Creek Lake Number 15,Alabama
Terrapin Creek Lake Number 17,Alabama
Terrapin Creek Lake Number 31,Alabama
Tews Ponds,Alabama
Thad Greens Lake,Alabama
The Cove,Alabama
The T,Alabama
Thomas Lake,Alabama
Thomas Pond,Alabama
Thomasville Sewer Lagoon,Alabama
Thompson Lake,Alabama
Thompson Pond,Alabama
Thornton Lake,Alabama
Thornton Number 2 Lake,Alabama
Thorval Lake,Alabama
Three Rivers Lake,Alabama
Thrift Pond,Alabama
Thurmond Pond,Alabama
Tidwell Lake,Alabama
Tidwell Pond,Alabama
Tillis Pond,Alabama
Tillmans Pond,Alabama
Tom Davison Lake,Alabama
Tom Robinette Lake,Alabama
Tompkins Lake,Alabama
Torbert Lake,Alabama
Touson Lake,Alabama
Trucks Lake,Alabama
Trudy Lake,Alabama
"Turnpike Swamp, The",Alabama
Twin Fork Lake,Alabama
Twin Lakes,Alabama
Twin Pine Lake,Alabama
Tysons Lake,Alabama
Underwood Lake,Alabama
Underwood Pond,Alabama
University Of Montevallo Lake,Alabama
Upper Bear Creek Reservoir,Alabama
Upper Elder Lake,Alabama
Upper State Lake,Alabama
Valley Creek Lake,Alabama
Vanity Fair Lake,Alabama
Varner Lake,Alabama
Vaughans Lake,Alabama
Vaughn Lake,Alabama
Venable Lake,Alabama
Ventress Pond,Alabama
Verlie Barton Lake One,Alabama
Vestavia Lake,Alabama
"Victoria, Lake",Alabama
Vining Pond,Alabama
Vongol Lake Number Two,Alabama
W C Gibson Lake,Alabama
W D Farrior Junior Lake,Alabama
W D Johnston Lake Number 1,Alabama
W J Ellis Lake,Alabama
W R Chapman Lake Number One,Alabama
W R Sherrer Lake,Alabama
W R Turnipseed Lake,Alabama
W Sam Carpenters Lake,Alabama
W W Weissinger Lake Number 1,Alabama
W W Weissinger Number 2 Lake,Alabama
W W Weissinger Number 4 Lake,Alabama
Wade H Odom Pond,Alabama
Wadsworth Lake,Alabama
Wadsworth Ponds,Alabama
Wagon Wheel Lake,Alabama
Waites Lake,Alabama
Walker County Lake,Alabama
Walker Lake,Alabama
Walkers Lake,Alabama
Wallace Hathcock Lake,Alabama
Walls Lake,Alabama
Wanderland Lake,Alabama
Ware Pond,Alabama
Warrs Lake,Alabama
Watershed Structure Number Eleven,Alabama
Watershed Structure Number Twelve,Alabama
Watkins Lake,Alabama
Watters Lake,Alabama
Watts Lake,Alabama
Weaver Pond,Alabama
"Weaver, Lake",Alabama
Wedowee Club Lake,Alabama
Weeks Fishpond,Alabama
Weiss Lake,Alabama
Weissinger Lakes,Alabama
Welikee Lake,Alabama
Wessons Lake,Alabama
West Lake,Alabama
Weston Lake,Alabama
Wet Weather Pond,Alabama
Wheeler Lake,Alabama
Wheeless Pond,Alabama
Wheelless Lake,Alabama
Whispering Pines Lake,Alabama
White Lake,Alabama
White Lake (historical),Alabama
White Lake Number 1,Alabama
White Lake Number 2,Alabama
White Oak Lake Number Two,Alabama
White Pond,Alabama
Whited Lake,Alabama
Whites Pond,Alabama
Whitley Lake,Alabama
Whitman Pond,Alabama
Whitmire Ponds,Alabama
Whits Lake,Alabama
Wiggins Lake,Alabama
Wilborn Lake,Alabama
Wilbourne Lake,Alabama
Wild Acres Lake,Alabama
Wilder Lake,Alabama
Will Engle Lake,Alabama
William Dale Lake,Alabama
William Latham Lake,Alabama
Williams Lake,Alabama
Williams Millpond,Alabama
Williams Pond,Alabama
Williamsons Lake,Alabama
Willie Woods Lake,Alabama
Willow Lake,Alabama
Willow Wood Pond,Alabama
Wilson Lake,Alabama
Wilson Pond,Alabama
Wilsons Lake,Alabama
Wilsons Pond,Alabama
Windles Lake,Alabama
Windsong Lake,Alabama
Wingard Lake,Alabama
Winnie Pond,Alabama
Winston Quarters Pond,Alabama
Wise Pond,Alabama
Witheringtons Pond,Alabama
Woodham Pond,Alabama
Woodhaven Lake,Alabama
Woodland Lake,Alabama
Woods Lake,Alabama
Woodward Lakes,Alabama
Wrights Lakes,Alabama
Wyecott Lake,Alabama
Wynn and Harrell Pond,Alabama
Yahou Lake,Alabama
Yarbroughs Lake,Alabama
Yates Lake,Alabama
Yielding Lake,Alabama
Youngblood Lake,Alabama
Zamora Lake,Alabama
A One Lake,Arizona
Adobe Lake,Arizona
Aguirre Lake,Arizona
Alamo Lake,Arizona
Alejandro Tank,Arizona
Alexander Tank,Arizona
Allan Tank,Arizona
Allen Reservoir,Arizona
Als Lake,Arizona
Anderson Lake,Arizona
Antelope Tank,Arizona
Apache Lake,Arizona
Arivaca Lake,Arizona
Arrowhead Tank,Arizona
Arsenic Tank,Arizona
Ashurst Lake,Arizona
Astin Tank,Arizona
Atascacita Tank,Arizona
Atcheson Reservoir,Arizona
Baca Lake,Arizona
Badger Tank,Arizona
Baldwin Tank,Arizona
Bard Lake,Arizona
Bartlett Reservoir,Arizona
Basin Lake,Arizona
Baskin Tank,Arizona
Bawcom Tank,Arizona
Beal Lake,Arizona
Bear Canyon Lake,Arizona
Bear Creek Tank,Arizona
Bear Grass Tank,Arizona
Becker Lake,Arizona
Bee Tank,Arizona
Beef Corral Tank,Arizona
Big Anderson Tank,Arizona
Big Aso Tank,Arizona
Big Brushy Tank,Arizona
Big Bud Tank,Arizona
Big Dam Reservoir,Arizona
Big Fill Lake,Arizona
Big Lake,Arizona
Big Pond,Arizona
Big Reservoir,Arizona
Big Rincon Tank,Arizona
Big Tank,Arizona
Big Tanks,Arizona
Bighams Lake,Arizona
Biglers Reservoir,Arizona
Billings Gap Tank,Arizona
Billingsley Reservoir Number Two,Arizona
Bird Nest Tank,Arizona
BK Tank,Arizona
Black Hills Tank,Arizona
Black Mesa Tank,Arizona
Black Point Tank,Arizona
Black River Tank,Arizona
Black Tank,Arizona
Bloody Basin Tank,Arizona
Bluff Tank,Arizona
Bobcat Tank,Arizona
Bog Tank,Arizona
Boni Tank,Arizona
Bonita Tank,Arizona
Boot Lake,Arizona
Bootleg Lake,Arizona
Boulin Tank,Arizona
Box Canyon Tank Number Two,Arizona
Breezy Lake,Arizona
Broken Tank,Arizona
Browns Tank,Arizona
Brushy Basin Tank,Arizona
BS Tank,Arizona
Bunch Reservoir,Arizona
Bunker Tank,Arizona
Burro Mesa Tank,Arizona
Burro Tank,Arizona
C.C. Cragin Reservoir,Arizona
Cadillac Tank,Arizona
Camerons Stock Tank,Arizona
Camp Wood Corner Tank,Arizona
Canyon Lake,Arizona
Carnero Lake,Arizona
Casner Tank,Arizona
Cataract Lake,Arizona
Caterpillar Tank,Arizona
Catfish Tank,Arizona
Cautiva Tank,Arizona
CC Lake,Arizona
Cecil Pond,Arizona
Cedar Lake,Arizona
Cedar Tank,Arizona
Chalk Reservoir,Arizona
Cheney Lake,Arizona
Chevelon Butte Tank,Arizona
Chevelon Canyon Lake,Arizona
Cheyney Lake,Arizona
Chilson Tank,Arizona
Cholla Lake,Arizona
Christmas Tree Lake,Arizona
Cibola Lake,Arizona
Cimarron Lake,Arizona
City Reservoir,Arizona
Clemans Tank,Arizona
Cluff Reservoir Number One,Arizona
Cluff Reservoir Number Three,Arizona
Coconino Lake,Arizona
Colter Reservoir,Arizona
Concho Lake,Arizona
Cook Reservoir,Arizona
Cooley Lake,Arizona
Copper Basin Reservoir,Arizona
Corner Lake,Arizona
Corral Tank,Arizona
Cottonwood Tailings Pond,Arizona
Cottonwood Tank,Arizona
Cow Lake,Arizona
Cowbell Lake,Arizona
Cowboy Tank,Arizona
Coyote Tank,Arizona
Crane Lake,Arizona
Crater Lake,Arizona
Crescent Lake,Arizona
Curtis Tank,Arizona
Cyclone Tank,Arizona
Dad Patterson Tank,Arizona
Daggs Reservoir,Arizona
Dankworth Pond,Arizona
Davenport Lake,Arizona
Davis Lake,Arizona
Dawn Lake,Arizona
Daze Lake,Arizona
Deadman Tank,Arizona
Deep Lake,Arizona
Deer Tank,Arizona
Dejolie Tank,Arizona
Delaney Tank,Arizona
Dennis Tank,Arizona
Dogtown Reservoir,Arizona
Dons Tank,Arizona
Double A Tank,Arizona
Double Circle Tank,Arizona
Double Tank,Arizona
Doubtful Tank,Arizona
Draper Lake,Arizona
Drift Fence Lake,Arizona
Drowned Timber Tank,Arizona
Drumstick Tank,Arizona
Dry Lake,Arizona
Dry Prong Tank,Arizona
Duck Lake,Arizona
Duck Tank,Arizona
Ducksnest Lake,Arizona
Earl Park Lake,Arizona
East Bonito Prairie Tank,Arizona
East Dam Tailings Pond,Arizona
East Deer Tank,Arizona
East Salt Shed Tank,Arizona
East Tank,Arizona
Ellis Wiltbank Reservoir,Arizona
Elwood Tank,Arizona
Eugene Gordy Tank,Arizona
Evans Pond,Arizona
Fannin Tank,Arizona
Faraway Tank,Arizona
Farm Dam Tank,Arizona
Fenceline Tank,Arizona
Ferguson Lake,Arizona
Filarea Tank,Arizona
First Reservoir,Arizona
Fish Pond Lake,Arizona
Fisher and Fry Lake,Arizona
Flat Rock Reservoir,Arizona
Flattop Reservoir,Arizona
Fluted Rock Lake,Arizona
Fools Hollow Lake,Arizona
Forestdale Canyon Tank,Arizona
Forks Tank,Arizona
Fourmile Mesa Tank,Arizona
Fourmile Tank,Arizona
Francis Tank,Arizona
Francisco Lake,Arizona
Franks Tank,Arizona
Freezeout Tank,Arizona
Freight Trail Tank,Arizona
Frye Mesa Reservoir,Arizona
Ganado Lake,Arizona
Gene Wash Reservoir,Arizona
Geneva Reservoir,Arizona
Georges Basin,Arizona
Gibson Tank,Arizona
Gimme Tank,Arizona
Glade Tank,Arizona
Goldwater Tank,Arizona
Government Tank,Arizona
Granite Basin Lake,Arizona
Grass Flat Tank,Arizona
Green Howard Tank,Arizona
Green Mountain Tank,Arizona
Halfway Tank,Arizona
Harman Tank,Arizona
Harolds Reservoir,Arizona
Harris Lake,Arizona
Harris Tank,Arizona
Hasken Tank,Arizona
Hat Top Tank,Arizona
Haughtelin Lake,Arizona
Hawley Lake,Arizona
Hay Lake,Arizona
Hayes Tank,Arizona
Haystack Tank,Arizona
Hazel Tank,Arizona
Headquarters Tank,Arizona
Heaton Reservoir,Arizona
Heber Road Tank,Arizona
Hoffman Tank,Arizona
Hog Mountain Tanks,Arizona
Hog Wallow Lake,Arizona
Hogan Lake,Arizona
Hole Reservoir,Arizona
Hooker Gap Tank,Arizona
Hooker Tank,Arizona
Horse Lake,Arizona
Horseshoe Cienega,Arizona
Horseshoe Cienega Lake,Arizona
Horseshoe Reservoir,Arizona
Howard Lake,Arizona
Humphrey Lake,Arizona
Hurricane Lake,Arizona
Indian Lake,Arizona
Indian Lake Tank,Arizona
Indian Spring Tank,Arizona
Indian Town Reservoir,Arizona
Island Lake,Arizona
Jacob Lake,Arizona
Jacobs Tank,Arizona
Jamieson Tank,Arizona
Jarvis Lake,Arizona
JD Dam Lake,Arizona
Jeff Tank,Arizona
Jimmy Land Tank,Arizona
Johns Tank,Arizona
Jolly Tank,Arizona
Judy Tank,Arizona
Jumbo Tank,Arizona
Juniper Tank,Arizona
K M P Tank,Arizona
K4 Tank,Arizona
Kaibab Lake,Arizona
Kaufman Tanks,Arizona
Kearn Lake,Arizona
Keays Tank,Arizona
Keetso Tank,Arizona
Kellam Tank,Arizona
Kidde Tank,Arizona
King Tanks,Arizona
Kinnikinick Lake,Arizona
Knoll Lake,Arizona
Knoll Tank,Arizona
Laguna Lake,Arizona
Laguna Reservoir,Arizona
Lake Bonita,Arizona
Lake Havasu,Arizona
Lake Hole,Arizona
Lake in the Desert,Arizona
Lake Mary,Arizona
Lake Mohave,Arizona
Lake Montezuma,Arizona
Lake of the Woods,Arizona
Lake Pleasant,Arizona
Lake Powell,Arizona
Lake Saint Clair,Arizona
Lake Sierra Blanca,Arizona
Lake Tank,Arizona
Lakes of Short Creek,Arizona
Large Whiskers Tank,Arizona
Lasley Tank,Arizona
Layton Tank,Arizona
Lebanon Reservoir Number One,Arizona
Lebanon Reservoir Number Two,Arizona
Lee Tank,Arizona
Lee Valley Reservoir,Arizona
Lii Haditiih Tank,Arizona
Little Box Lake,Arizona
Little Dry Lake,Arizona
Little George Reservoir,Arizona
Little KY Tank,Arizona
Little Mormon Lake,Arizona
Little Ortega Lake,Arizona
Little Reservoir,Arizona
Loafer Tank,Arizona
Lone Pine Tank,Arizona
Lone Pine Tank Number One,Arizona
Lone Pine Tank Number Two,Arizona
Long Lake,Arizona
Lost Lake,Arizona
Lost Mule Tank,Arizona
Love Lake,Arizona
Lower Corral Tanks,Arizona
Lower Deadman Tank,Arizona
Lower Goldwater Lake,Arizona
Lower Junction Tank,Arizona
Lower Lake Mary,Arizona
Lower Pasture Tank,Arizona
Lower Tank,Arizona
Lower Windy Tank,Arizona
Luna Lake,Arizona
Lyman Lake,Arizona
Lynx Lake,Arizona
Maggie Jones Tank,Arizona
Mandan Tank,Arizona
Many Farms Lake,Arizona
Marshall Lake,Arizona
Martin Luther Tank,Arizona
Martinez Lake,Arizona
Masonry Number Two Reservoir,Arizona
Maureen Lake,Arizona
McDermit Lake,Arizona
McKay Reservoir,Arizona
McKenzie Tank,Arizona
McLellan Reservoir,Arizona
McNary Tank,Arizona
Meadow Lake,Arizona
Melatone Tank,Arizona
Menagers Lake,Arizona
Mesa Reservoir,Arizona
Mesa Tank,Arizona
Mexican Hay Lake,Arizona
Mexican Lake,Arizona
Mexican Tank,Arizona
Miami Tailings Pond,Arizona
Midnight Tank,Arizona
Montys Tank,Arizona
Moonlight Bay Reservoir,Arizona
Moore Tank,Arizona
Moritz Lake,Arizona
Mormon Lake,Arizona
Mormon Tank,Arizona
Mormon Tanks,Arizona
Morris Tank,Arizona
Morton Lake,Arizona
Mud Hollow Tank,Arizona
Mud Lake,Arizona
Mud Springs Tank Number One,Arizona
Mud Tank,Arizona
Muddy Tank,Arizona
N O Bar Mesa Tank Number Two,Arizona
National Tank,Arizona
Navato Pit Tank,Arizona
Nelson Reservoir,Arizona
New Tank,Arizona
New Water Tank,Arizona
Night Trap Tank,Arizona
Ninemile Tank,Arizona
No Name Reservoir,Arizona
Nolan Tank,Arizona
North Bonito Prairie Tank,Arizona
North Dam Tailings Pond,Arizona
North Tank,Arizona
Nortons Lake,Arizona
Number Eleven Tank,Arizona
Number Ten Tank,Arizona
Number Three Dirt Tank,Arizona
Number Two Dirt Tank,Arizona
Oak Grove Tank,Arizona
Oak Trough Tank,Arizona
Odell Lake,Arizona
Oley Tank,Arizona
Ortega Lake,Arizona
Ott Lake,Arizona
Pacheta Lake,Arizona
Padre Reservoir,Arizona
Pan Tank,Arizona
Parks Lake,Arizona
Pasture Canyon Reservoir,Arizona
Pasture Five Charco,Arizona
Pat Knoll Lake,Arizona
Patagonia Lake,Arizona
Patterson Tank,Arizona
Paymaster Tank,Arizona
Pe?a Blanca Lake,Arizona
Pearce Tank,Arizona
Pecks Lake,Arizona
Perry Lake,Arizona
Phillips Park Tank,Arizona
Picacho Reservoir,Arizona
Picket Corral Tank,Arizona
Pickett Lake,Arizona
Pima Gap Tank,Arizona
Pine Flat Tank,Arizona
Pine Lake,Arizona
Pineveta Tank,Arizona
Pipestem Mountain Tank,Arizona
Pit Tank,Arizona
Plain Tank,Arizona
Point of Pines Charco,Arizona
Point of Pines Lake,Arizona
Pole Corral Tank,Arizona
Polson Tank,Arizona
Porter Lake,Arizona
Post Lake,Arizona
Potato Lake,Arizona
Potter Mesa Tank,Arizona
Power Line Tank,Arizona
Pratt Tank,Arizona
Presley Tank,Arizona
Prime Lake,Arizona
Pumping Station Tank,Arizona
Quartzite Wash Reservoir,Arizona
Rain Tank,Arizona
Rainbow Lake,Arizona
Rancho Seco Tank,Arizona
Rattlesnake Tank,Arizona
Reagan Reservoir,Arizona
Red Canyon Tank,Arizona
Red Lake,Arizona
Red Shirt Reservoir,Arizona
Reservation Lake,Arizona
Reservoir Number One,Arizona
Riggs Creek Reservoir,Arizona
Riggs Lake,Arizona
Riggs Reservoir,Arizona
Rimmy Jim Tank,Arizona
Rioso Reservoir,Arizona
River Reservoir,Arizona
Roadside Tank,Arizona
Rock House Tank,Arizona
Rock Tank,Arizona
Rocky Tank,Arizona
Rodeo Tank,Arizona
Rodgers Tank,Arizona
Rogers Marsh,Arizona
Rogers Reservoir,Arizona
Romero Lake,Arizona
Roper Lake,Arizona
Round Hill Tank,Arizona
Round Rock Reservoir,Arizona
Rudd Knoll Pit Tank Number 1,Arizona
Rudd Reservoir,Arizona
Russell Reservoir,Arizona
Russell Tank,Arizona
Saddle Horse Tank,Arizona
Sage Tank,Arizona
Saguaro Lake,Arizona
Saint Josephs Reservoir,Arizona
Saint Marys Lake,Arizona
Salmon Lake,Arizona
Salt House Tank,Arizona
Salt Reservoir,Arizona
Salt Shed Tank,Arizona
San Salvador Reservoir,Arizona
Santa Fe Reservoir,Arizona
Saunders Tank,Arizona
Sawbuck Tank,Arizona
Sawmill Tank,Arizona
Schafers Tank,Arizona
Scholz Lake,Arizona
Schwanbeck Tank,Arizona
Scissor Tank,Arizona
Scott Number Two Tank,Arizona
Scott Reservoir,Arizona
SCS Tank,Arizona
Senator Wash Reservoir,Arizona
Settling Tank,Arizona
Seven Ranch Tank,Arizona
Sevenmile Tank,Arizona
Sheep Tank,Arizona
Ship Dam Tank,Arizona
Shipping Pasture Tank,Arizona
Short Creek Reservoir Number Two,Arizona
Shot Up Tank,Arizona
Show Low Lake,Arizona
Shucking Tank,Arizona
Shush Be Tou,Arizona
Shush Bezahze,Arizona
Sides Lake,Arizona
Sims Tank,Arizona
Skeleton Tank,Arizona
Slade Reservoir,Arizona
Smith Tanks,Arizona
Smoot Lake,Arizona
Snake Creek Tank Number One,Arizona
Soldier Annex Lake,Arizona
Soldier Hole Tank,Arizona
Soldier Lake,Arizona
Soldier Well Tank,Arizona
Solitude Tailings Pond,Arizona
Sorenson Lake,Arizona
South Dam Tailings Pond,Arizona
Split Tank,Arizona
Sponseller Lake,Arizona
Squaw Creek Tank,Arizona
Stacey Lake,Arizona
Stallion Tank,Arizona
State Land Tank,Arizona
Steamboat Tank,Arizona
Steele Tank,Arizona
Steer Pasture Tank,Arizona
Steer Tank,Arizona
Stehr Lake,Arizona
Stewarts Lake,Arizona
Stock Pond,Arizona
Stone Lake,Arizona
Stoneman Lake,Arizona
Stove Tank,Arizona
Sullivan Lake,Arizona
Sullivan Tank,Arizona
Summit Tank,Arizona
Sunrise Lake,Arizona
Swale Tank,Arizona
Sycamore Tank,Arizona
Tailings Pond Number One,Arizona
Tailings Pond Number Three,Arizona
Tailings Pond Number Two,Arizona
Tank Number Thirteen,Arizona
Tank Thirtythree,Arizona
Tank Thirtytwo,Arizona
Tanks Canyon Tank,Arizona
Taylor Lake,Arizona
Telephone Lake,Arizona
The Lake Tank,Arizona
Three Finger Lake,Arizona
Threemile Lake,Arizona
Threeway Tank,Arizona
To Kla Daa Aakee Pond,Arizona
Tobenayoli Pond,Arizona
Todd Draw Tank,Arizona
Toh De Niihe,Arizona
Tonto Lake,Arizona
Tonys Tank,Arizona
Tovera Tank,Arizona
Trail Cabin Tank,Arizona
Tremaine Lake,Arizona
Triangle N Tank,Arizona
Trinity Tank,Arizona
Trophy Lake,Arizona
Tsaile Lake,Arizona
Tufa Stone Tank,Arizona
Tule Tank,Arizona
Tunnel Reservoir,Arizona
Turkey Lake,Arizona
Turkey Reservoir,Arizona
Turkey Roost Tank,Arizona
